Recipe Title,Ingredients,Steps
"Χταπoδάκι με πορτοκάλι, ελιές και μαραθόριζα","1 χταπόδι περίπου 1 1⁄2 κιλό, 1 φύλλο δάφνης, 5 κόκκοι πιπέρι","Για να φτιάξουμε το χταπoδάκι με πορτοκάλι, ελιές και μαραθόριζα, ξεκινάμε προθερμαίνοντας το φούρνο στους 200° C., Καθαρίζουμε το χταπόδι και το πλένουμε καλά. Το στραγγίζουμε και το τοποθετούμε σε ένα ταψί που να το χωράει ακριβώς, με τις βεντούζες προς τα πάνω., Ρίχνουμε τη δάφνη και τα πιπέρια και σκεπάζουμε το ταψί καλά με αλουμινόχαρτο. Ψήνουμε στο φούρνο για 45 ́ - 1 ώρα., Αφήνουμε το χταπόδι να κρυώσει ελαφρώς, τόσο ώστε να μπορούμε να το πιάσουμε, αλλά να είναι ακόμα ζεστό, και το χωρίζουμε στα πλοκάμια του., Προθερμαίνουμε το γκριλ του φούρνου ή ζεσταίνουμε στην εστία ένα τηγάνι (προτιμότερο μαντεμένιο). Αλείφουμε τα πλοκάμια με 1 κουταλιά από το μετρημένο ελαιόλαδο., Τα βάζουμε στη σχάρα του φούρνου ή στο μαντεμένιο τηγάνι και τα ψήνουμε 2 - 3 λεπτά συνολικά, ίσα να πάρουν μια μυρωδιά καπνιστού. Ενδιαμέσως, τα γυρνάμε., Κόβουμε τα πλοκάμια σε μικρότερα κομμάτια, τα ρίχνουμε σε ένα μπολ και, όσο είναι ζεστά, ρίχνουμε το υπόλοιπο ελαιόλαδο, το ξίδι, το λεμόνι και τα μυρωδικά. Ανακατεύουμε ελαφρώς, δοκιμάζουμε αν θέλει αλάτι και προσθέτουμε αναλόγως, μαζί με φρεσκοτριμμένο πιπέρι., Σε ένα αλλο μπολ ανακατεύουμε τη μαραθόριζα με τις ελιές, τον χυμό και τα κομμάτια πορτοκαλιού, αλάτι και πιπέρι. Ρίχνουμε μέσα το μείγμα του χταποδιού, ανακατεύουμε ελαφρώς και σερβίρουμε., Αν θέλουμε, συνοδεύουμε με τραγανές αραβικές πιτούλες."
"Κροστάτα (ανοιχτή ιταλική πίτα) με πράσα, σέσκουλα και μυρωδικά","1 κιλό σέσκουλα, καθαρισμένα και χοντροκομμένα, 3 σκελίδες σκόρδο, ψιλοκομμένο, 2 πράσα, καθαρισμένα και κομμένα σε λεπτές φέτες, 1/2 κουτ. γλυκού τσίλι, ξερό, σε σκόνη, 300 γρ. φρέσκο τυρί, όπως ανθότυρο ή ρικότα, 200 γρ. γραβιέρα πικάντικη ή παρμεζάνα, τριμμένη, 1 φλιτζ. τσαγιού μυρωδικά ανάμεικτα, ψιλοκομμένα, όπως άνηθος, δυόσμος, μαϊντανός, ψιλοκομμένα, 2 αυγά, 2 κουτ. γλυκού ξύσμα λεμονιού, 50 ml ελαιόλαδο + επιπλέον για το λάδωμα, αλάτι, φρεσκοτριμμένο πιπέρι","Για την κροστάτα (ανοιχτή ιταλική πίτα) με πράσα, σέσκουλα και μυρωδικά ξεκινάμε και ανακατεύουμε όλα τα υλικά στον κάδο του μίξερ με τον γάντζο μέχρι να ομογενοποιηθούν., Προσθέτουμε 2-3 κουτ. σούπας παγωμένο νερό και ζυμώνουμε μέχρι να σχηματιστεί μια λεία ζύμη που θα ξεκολλάει από τα τοιχώματα., Πλάθουμε τη ζύμη σε μια μπάλα και την τυλίγουμε με μεμβράνη., Την αφήνουμε στο ψυγείο για 30 λεπτά και ετοιμάζουμε τη γέμιση., Σε ένα τηγάνι ζεσταίνουμε σε μέτρια φωτιά το ελαιόλαδο και σοτάρουμε τα πράσα για περίπου 5 λεπτά, μέχρι να μαλακώσουν ελαφρώς., Προσθέτουμε το σκόρδο και τα σέσκουλα και σοτάρουμε για άλλα 2-3 λεπτά μέχρι να μαλακώσουν., Τα αδειάζουμε σε βαθύ μπολ και τα αφήνουμε να κρυώσουν., Προσθέτουμε τα τυριά, τα αυγά, αλατοπίπερο και το ξύσμα λεμόνι και ανακατεύουμε καλα., Προθερμαίνουμε τον φούρνο στους 190°C., Σε λεία επιφάνεια ανοίγουμε τη ζύμη με τον πλάστη σε φύλλο με διάμετρο 38-40 εκ., Λαδώνουμε ελαφρώς την επιφάνεια ενός ταψιού 25 εκ., Στρώνουμε μέσα τη ζύμη, έτσι ώστε να καλύψει καλά τον πάτο και τα τοιχώματα του ταψιού., Μοιράζουμε ομοιόμορφα τη γέμιση και τη στρώνουμε ισόπαχα., Μισοσκεπάζουμε με τις άκρες του φύλλου που εξέχει από το ταψί., Στο κέντρο θα φαίνεται η γέμιση, καθώς πρόκειται για μισάνοιχτη πίτα., Λαδώνουμε ελαφρώς το φύλλο της επιφάνειας και ψήνουμε για 25 λεπτά., Κατεβάζουμε τη θερμοκρασία στους 160°C και συνεχίζουμε το ψήσιμο για άλλα 15-20 λεπτά., Ξεφουρνίζουμε την κροστάτα και την αφήνουμε για λίγα λεπτά να κρυώσει., Την κόβουμε σε κομμάτια και σερβίρουμε."
Νηστίσιμα κεράσματα με φυστικοβούτυρο και σοκολάτα,"300 γρ. σοκολάτα υγείας, ψιλοκομμένη, 2 κουτ. σούπας ηλιέλαιο, 140 γρ. φυστικοβούτυρο (προσέχουμε να μην έχει ζάχαρη ούτε φοινικέλαιο), 3 κουτ. σούπας σιρόπι αγαύης, 1/3 κουτ. γλυκού αλάτι","Για να φτιάξουμε τα νηστίσιμα κεράσματα με φυστικοβούτυρο και σοκολάτα, ξεκινάμε λιώνοντας τη σοκολάτα σε μπεν μαρί, δηλαδή μέσα σε ένα ανοξείδωτο μπολ στερεωμένο στα χείλη μιας κατσαρόλας στην οποία σιγοβράζει λίγο νερό. Ανακατεύουμε συνέχεια., Προσθέτουμε το ηλιέλαιο και ανακατεύουμε να αναμειχθεί., Μοιράζουμε σε 10-12 μικρές θήκες για μάφιν ή κάπκεϊκ τη μισή ποσότητα σοκολάτας. Αφήνουμε στο ψυγείο για περίπου 15 λεπτά., Σε μπολ ανακατεύουμε το φιστικοβούτυρο με το σιρόπι αγαύης και το αλάτι., Βγάζουμε τις θήκες από το ψυγείο και βάζουμε από 1 γεμάτο κουτ. γλυκού από το μείγμα φιστικοβούτυρου πάνω στη σοκολάτα., Ξαναβάζουμε στο ψυγείο για άλλα 15 λεπτά., Μοιράζουμε την υπόλοιπη λιωμένη σοκολάτα πάνω σε κάθε κεκάκι και ξαναβάζουμε στο ψυγείο για άλλα 30 λεπτά, μέχρι να σταθεροποιηθεί η σοκολάτα."
Χοιρινή σπάλα με ντομάτα και γραβιέρα στη γάστρα,"2 κιλά σπάλα χοιρινή, χωρίς κόκαλο, 1 1⁄2 κιλό πατάτες, κομμένες κυδωνάτες, 2 κουτ. γλυκού ρίγανη ή θυμάρι ξερό, 1/2 κουτ. γλυκού κουρκουμάς, 2-3 δαφνόφυλλα, 330 ml μπίρα lager, χυμός από 2 λεμόνια, 3 κουτ. σούπας μουστάρδα, 1/2 κονσέρβα (200 γρ.) ντομάτα κονκασέ, 2 σκελίδες σκόρδο, κομμένες σε φέτες, 1/2 κουτ. γλυκού κύμινο, 1/2 κουτ. γλυκού σκόνη κάρι κίτρινο, 1 κουτ. γλυκού ζάχαρη, 400 γρ. γραβιέρα ή κεφαλοτύρι, τα 300 γρ. σε κύβους και τα 100 γρ. τριμμένα, 2 μεγάλες ντομάτες, κομμένες σε χοντρές ροδέλες, 140 ml ελαιόλαδο, αλάτι και πιπέρι φρεσκοτριμμένο ή εκραζέ (σπασμένο στο γουδί)","Για τη χοιρινή σπάλα με ντομάτα και γραβιέρα στη γάστρα ξεκινάμε και βάζουμε στη γάστρα ή σε ταψί το ελαιόλαδο και τις πατάτες, μαζί με αλατοπίπερο, τη μισή ρίγανη, τον μισό κουρκουμά και τα δαφνόφυλλα. Τα ανακατεύουμε καλά., Σε ένα μπολ αναμειγνύουμε την μπίρα, τον χυμό από τα λεμόνια, τη μουστάρδα και την ντομάτα κονκασέ., Τα ανακατεύουμε να ομογενοποιηθούν. Ρίχνουμε το μισό μείγμα στις πατάτες και ανακατεύουμε καλά., Σε μικρότερο μπολ αναμειγνύουμε τα σκόρδα με μπόλικο αλατοπίπερο., Ανοίγουμε τη σπάλα με ένα μαχαίρι στη μέση, για να ψηθεί πιο εύκολα, και την τοποθετούμε μέσα στο σκεύος ανάμεσα στις πατάτες., Τρυπάμε με ένα μαχαιράκι τη σπάλα σε διάφορα σημεία και μπήγουμε μέσα τα αλατοπιπερωμένα σκόρδα., Περιχύνουμε τη σπάλα με το υπόλοιπο μείγμα της μπίρας, αλατοπιπερώνουμε και προσθέτουμε τον υπόλοιπο κουρκουμά, τη ρίγανη, το κύμινο και το κάρι., Αραδιάζουμε τα κυβάκια του τυριού σε διάφορα σημεία της γάστρας, ανάμεσα στις πατάτες και στη σπάλα., Στρώνουμε από πάνω τις ροδέλες της ντομάτας και πασπαλίζουμε με τη ζάχαρη και την τριμμένη γραβιέρα., Αν έχουμε γάστρα, κλείνουμε το καπάκι κι αν κάνουμε το φαγητό σε ταψί, τότε σκεπάζουμε με λαδόκολλα., Ψήνουμε αρχικά σε δυνατό φούρνο στους 250°C για μισή ώρα και μετά χαμηλώνουμε τη θερμοκρασία στους 180°C, και αφήνουμε το φαγητό να ψηθεί για περίπου 2 ώρες., Στη 1 1⁄2 ώρα ελέγχουμε πόσο έχει μαλακώσει το κρέας και, αν χρειάζεται να ροδίσει, το ψήνουμε για την υπόλοιπη μισή ώρα ξεσκέπαστο."
Άγρια σπαράγγια με αυγά,"2 γεμάτες χούφτες άγρια σπαράγγια ή 3 μάτσα καλλιεργημένα (κόβουμε και πετάμε 2 εκ. από τη βάση των σπαραγγιών. Στη συνέχεια «ξεφλουδίζουμε» τα 4-5 εκ. της βάσης με το ειδικό εργαλείο (peeler), για να απομακρύνουμε τις ενοχλητικές ίνες, αφήνοντας ανέπαφες τις ευαίσθητες κορυφές), 10 αυγά, 1/2 φλιτζ. τσαγιού ελαιόλαδο, αλάτι, φρεσκοτριμμένο πιπέρι","Για να φτιάξουμε τα σπαράγγια με αυγά ξεκινάμε και χωρίζουμε όλα τα υλικά μας στη μέση για να φτιάξουμε κάθε ομελέτα ξεχωριστά., Ζεσταίνουμε το μισό λάδι σε ένα μεγάλο τηγάνι, σε δυνατή φωτιά, μέχρι να κάψει., Ρίχνουμε τα μισά σπαράγγια και τα αφήνουμε να ροδίσουν, ανακατεύοντας απαλά για να μη διαλυθούν, ιδιαίτερα τα άγρια. Μόλις πάρουν λίγο χρώμα παντού, ρίχνουμε στο τηγάνι 5 αυγά, σκόρπια εδώ κι εκεί., Με ένα πιρούνι τα σπάμε και ανακατεύουμε απαλά ώστε να σχηματιστούν «νερά» σαν του μαρμάρου, λευκά από το ασπράδι, κίτρινα από τον κρόκο., Αλατοπιπερώνουμε, μετριάζουμε τη φωτιά και ψήνουμε για 2-3 λεπτά, μέχρι η κάτω πλευρά της «ομελέτας» να στερεοποιηθεί., Σκεπάζουμε το τηγάνι με μεγάλο καπάκι και αναποδογυρίζουμε το τηγάνι ώστε η άψητη πλευρά να πέσει στο καπάκι. Την αφήνουμε να γλιστρήσει ξανά στο τηγάνι για να ψηθεί και αυτή., Σερβίρουμε τα σπαράγγια με αυγά σε πιατέλα. Επαναλαμβάνουμε τη διαδικασία με τα υπόλοιπα υλικά."
Χταπόδι με πατάτες στην κατσαρόλα,"2-3 κιλά χταπόδι, καθαρισμένο, ολόκληρο (θα χρειαστούμε 2-3 χταπόδια, ανάλογα με το μέγεθός τους), 1 φύλλο δάφνης, 5-6 ολόκληροι κόκκοι πιπέρι, 1 κουτ. σούπας ξίδι, 120 ml λευκό, ξηρό κρασί, 1 ξερό κρεμμύδι, ψιλοκομμένο, 1 σκελίδα σκόρδο, ψιλοκομμένη, 1.500 γρ. πατάτες, κομμένες κυδωνάτες, 1 1⁄2 κονσέρβα ντοματάκια ολόκληρα, στραγγισμένα και ψιλοκομμένα, 1 μάτσο μαϊντανός, ψιλοκομμένος, 160 ml ελαιόλαδο, αλάτι, φρεσκοτριμμένο πιπέρι","Για το χταπόδι με πατάτες ξεκινάμε και σε μια μεγάλη κατσαρόλα βάζουμε τα χταπόδια, ολόκληρα, μαζί με τη δάφνη, τους ολόκληρους κόκκους πιπέρι, το ξίδι και το κρασί και ζεσταίνουμε σε δυνατή φωτιά μέχρι το χταπόδι να αρχίσει να βγάζει τα υγρά του., Χαμηλώνουμε τη φωτιά, σκεπάζουμε καλά την κατσαρόλα και σιγοβράζουμε για 20-25 λεπτά., Δεν χρειάζεται να προσθέσουμε νερό, το χταπόδι θα βράσει κυρίως στα υγρά που θα βγάλει., Αποσύρουμε από τη φωτιά, βγάζουμε τα χταπόδια από την κατσαρόλα και κόβουμε τα πλοκάμια και τα κεφάλια σε μέτρια κομμάτια., Σουρώνουμε τον ζωμό της κατσαρόλας και τον αφήνουμε κατά μέρος (θα χρειαστούμε 250-300 ml)., Πλένουμε και σκουπίζουμε την κατσαρόλα και ζεσταίνουμε εκεί το ελαιόλαδο σε μέτρια φωτιά., Σοτάρουμε το κρεμμύδι και το σκόρδο για 2-3 λεπτά, μέχρι να μαραθούν, προσθέτουμε τις πατάτες και σοτάρουμε για άλλα 4-5 λεπτά., Ρίχνουμε τα ντοματάκια, τον μαϊντανό, το κομμένο χταπόδι και 250-300 ml από το υγρό της κατσαρόλας που αφήσαμε κατά μέρος., Βρέχουμε ένα στρογγυλό κομμάτι λαδόκολλας με διάμετρο όση και της κατσαρόλας και το ακουμπάμε πάνω στο φαγητό., Αφήνουμε το υγρό να πάρει βράση, χαμηλώνουμε τη φωτιά και σκεπάζουμε την κατσαρόλα με το καπάκι της., Σιγομαγειρεύουμε για 30-35 λεπτά, μέχρι να μαλακώσουν τα υλικά., Δοκιμάζουμε και αλατοπιπερώνουμε κατά βούληση., Σερβίρουμε με χωριάτικο ψωμί."
Πράσα με κυδώνια,"4-5 μεγάλα πράσα, το λευκό και το τρυφερό πράσινο μέρος, σε κομμάτια 3-4 εκ., 1 ξερό κρεμμύδι, ψιλοκομμένο, 1 μεγάλο κυδώνι, καθαρισμένο, κομμένο κυδωνάτο σε 6 κομμάτια, 10 ξερά δαμάσκηνα, χωρίς κουκούτσια, ολόκληρα, χυμός από 1 λεμόνι, 60 ml ελαιόλαδο, αλάτι, φρεσκοτριμμένο πιπέρι","Για να μαγειρέψουμε πράσα με κυδώνια αρχικά ζεσταίνουμε το ελαιόλαδο, σε μια φαρδιά κατσαρόλα, σε μέτρια φωτιά., Σοτάρουμε το κρεμμύδι για 2-3 λεπτά, μέχρι να μαλακώσει., Προσθέτουμε τα πράσα, κλείνουμε την κατσαρόλα με το καπάκι της και χαμηλώνουμε καλά τη φωτιά., Αφήνουμε τα πράσα να αχνιστούν, για 10-15 λεπτά, χωρίς να ανακατέψουμε, απλώς σείουμε τακτικά την κατσαρόλα για να μην κολλήσουν., Τα γυρίζουμε για να ροδίσουν απλά και από την άλλη πλευρά, προσθέτουμε το κυδώνι και 2/3 φλιτζ. τσαγιού ζεστό νερό, αλατοπιπερώνουμε και κλείνουμε ξανά την κατσαρόλα., Συνεχίζουμε το μαγείρεμα σε πολύ χαμηλή φωτιά, για άλλα 15 λεπτά και προσθέτουμε τα δαμάσκηνα και τον χυμό λεμονιού., Σείουμε ξανά την κατσαρόλα και μαγειρεύουμε για 1 ώρα, πάντα σε πολύ χαμηλή φωτιά, μέχρι τα υλικά να μελώσουν. Ελέγχουμε κάθε δεκάλεπτο και, μόνο αν χρειάζεται, προσθέτουμε ελάχιστο ζεστό νερό., Σερβίρουμε το φαγητό χλιαρό, ως λαδερό."
Και μπακλαβάς και cheesecake σε ένα θεσπέσιο γλύκισμα!,"1 πακέτο φύλλα Βηρυτού (θα περισσέψουν κάποια φύλλα), 200 γρ. φιστίκια Αιγίνης, χοντροκομμένα, 200 γρ. βούτυρο αιγοπρόβειο, λιωμένο, για τα φύλλα + 60 γρ. επιπλέον για τα φιστίκια, 100 γρ. ζάχαρη","Για να φτιάξουμε τον μπακλαβά cheesecake, ξεκινάμε προθερμαίνοντας τον φούρνο στους 200°C, στον αέρα., Κόβουμε τα φύλλα στη μέση (κάθετα προς τη μεγάλη πλευρά τους). Τα σκεπάζουμε με μια πετσέτα για να μην ξεραθούν., Παίρνουμε ένα φύλλο και το στρώνουμε μέσα σε μια φόρμα με αποσπώμενα τοιχώματα διαμέτρου 20 εκ., έτσι που να καλύψει τον πάτο και τα τοιχώματα από τη μία μεριά. Ραντίζουμε με λίγο βούτυρο και το πασπαλίζουμε με λίγη ζάχαρη (περίπου 1 κουταλίτσα)., Συνεχίζουμε με τον ίδιο τρόπο τοποθετώντας από πάνω άλλα 11 φύλλα και φροντίζοντας οι άκρες τους να καλύπτουν κάθε φορά διαφορετική μεριά του ταψιού. Με ένα ψαλίδι κόβουμε τις άκρες που εξέχουν από τα τοιχώματα., Με ένα πιρούνι τρυπάμε τα φύλλα στον πυθμένα εδώ κι εκεί. Ψήνουμε για 5 λεπτά και αφήνουμε να κρυώσουν., Σε ένα μπολ ανακατεύουμε τα φιστίκια με τα 60 γρ. λιωμένο βούτυρο και απλώνουμε τα μισά πάνω από τα φύλλα, πιέζοντας προς τα κάτω., Χτυπάμε στο μίξερ το τυρί με τη ζάχαρη, τον χυμό, το αλεύρι και το κορν φλάουρ μέχρι να ομογενοποιηθούν. Προσθέτουμε ένα ένα τα αυγά και τη μαστίχα και αφού ενσωματωθούν, ρίχνουμε την κρέμα γάλακτος και το ξύσμα και χτυπάμε για λίγο ακόμα., Αδειάζουμε στη φόρμα, πάνω από τα φιστίκια., Τοποθετούμε μπροστά μας έξι φύλλα Βηρυτού, βάζουμε πάνω το ταψάκι μας και κόβουμε γύρω γύρω από αυτό με ένα κοφτε- ρό μαχαίρι, ώστε να κοπούν στη διάμετρο του ταψιού μας. Παίρνουμε ένα στρογγυλό φύλλο, το ραντίζουμε με λίγο βούτυρο και το πασπαλίζουμε με 1 κουταλίτσα ζάχαρη. Συνεχίζουμε με άλλα δύο φύλλα και τα τοποθετούμε το ένα πάνω στο άλλο., Στο δεύτερο φύλλο απλώνουμε τα υπόλοιπα φιστίκια και μεταφέρουμε προσεκτικά αυτή τη στοίβα με τα τρία φύλλα και τα φιστίκια πάνω στο μείγμα του τσίζκεϊκ., Βουτυρώνουμε τα υπόλοιπα τρία στρογγυλά φύλλα και τα τοποθετούμε το ένα πάνω στο άλλο., Στο τέλος τα κόβουμε σε 8 τρίγωνα κομμάτια, όπως κόβουμε μια πίτσα. Τοποθετούμε τα κομμάτια πάνω από τα φιστίκια, συναρμολογώντας ξανά τον κύκλο., Ψήνουμε για 60-70 λεπτά ή μέχρι να ροδίσουν καλά τα φύλλα και να γίνουν τραγανά. Αφήνουμε το γλυκό να κρυώσει καλά και το βάζουμε στο ψυγείο για 1 βράδυ., Σε ένα κατσαρολάκι βράζουμε όλα τα υλικά μαζί σε μέτρια φωτιά για 5 λεπτά από το σημείο βρασμού., Αφήνουμε το σιρόπι να χλιαρύνει και ρίχνουμε το μισό με μια κουτάλα πάνω από τον μπακλαβά, χωρίς να παραλείψουμε τις άκρες του., Αφήνουμε να σταθεί για 5-10 λεπτά και σερβίρουμε σε κομμάτια. Αν θέλει, ο καθένας μπορεί να προσθέσει έξτρα σιρόπι στο κομμάτι του."
"Babka, το εβραϊκό γεμιστό τσουρέκι, με σοκολάτα","540 γρ. αλεύρι για όλες τις χρήσεις, 10 γρ. ξηρή μαγιά, 1 κουτ. γλυκού αλάτι, 2 κουτ. σούπας (12 γρ.) κορν φλάουρ, 115 γρ. βούτυρο αγελαδινό, λιωμένο, 2 μεγάλα αυγά, σε θερμοκρασία δωματίου, 2 κουτ. σούπας ελαιόλαδο, 250 γρ. γάλα φρέσκο, πλήρες, 60 γρ. ζάχαρη, 1 μεγάλο αυγό, χτυπημένο ελαφρώς, για άλειμμα","Για να φτιάξουμε το babka, ξεκινάμε με τη ζύμη., Στον κάδο του μίξερ βάζουμε όλα τα υλικά μαζί και ζυμώνουμε με τον γάντζο μέχρι να γίνει μια ζύμη μαλακή και ελαστική, που δεν κολλάει στα τοιχώματα. Εναλλακτικά, ζυμώνουμε με τα χέρια μέσα σε μια μεγάλη λεκάνη., Σκεπάζουμε τη ζύμη με μεμβράνη και την αφήνουμε να ξεκουραστεί σε σχετικά ζεστό σημείο του σπιτιού για 1 1⁄2 ώρα ή μέχρι να διπλασιαστεί., Σε ένα μπολ ανακατεύουμε το μαλακωμένο βούτυρο, το κακάο, τη ζάχαρη, το αλάτι και τη λιωμένη σοκολάτα., Μεταφέρουμε τη ζύμη πάνω σε μια αλευρωμένη επιφάνεια, την πλάθουμε ελαφρώς και την ανοίγουμε με τον πλάστη σε παραλληλόγραμμο φύλλο με διαστάσεις περίπου 35 x 50 εκ. και πάχος περίπου 0,5 εκ., Με ένα κουτάλι απλώνουμε το μείγμα της γέμισης σε όλη την επιφάνεια της ζύμης, αφήνοντας ένα μικρό περιθώριο γύρω γύρω., Ανασηκώνοντας το φύλλο της ζύμης από τη μία μεγάλη πλευρά του, το τυλίγουμε σε σφιχτό ρολό. Γυρνάμε το ρολό ώστε η ένωση να πάει από κάτω και με ένα κοφτερό μαχαίρι το κόβουμε κατά μήκος στα δύο, έτσι ώστε να αποκαλυφθούν οι δίπλες στο εσωτερικό του., Ξαπλώνουμε τα δύο μέρη για να φαίνονται οι δίπλες, κόβουμε τις άκρες τους για να τις ισιώσουμε και τα πλέκουμε μεταξύ τους σε πλεξούδα. Έπειτα ενώνουμε τις δύο άκρες της πλεξούδας φτιάχνοντας ένα στεφάνι., Μεταφέρουμε το στεφάνι σε ένα στρογγυλό ταψί διαμέτρου 23- 25 εκ., στρωμένο με αντικολλητικό χαρτί. Το σκεπάζουμε χαλαρά με μεμβράνη και αφήνουμε σε ζεστό σημείο για 1 ώρα, να φουσκώσει., Σε ένα κατσαρολάκι βράζουμε τη ζάχαρη και το νερό για 5-6 λεπτά από το σημείο βρασμού. Αφήνουμε το σιρόπι να χλιαρύνει., Αλείφουμε το babka με το χτυπημένο αυγό και ψήνουμε στον προθερμασμένο φούρνο για 30-35 λεπτά, μέχρι να πάρει ένα σκούρο χρυσαφί χρώμα., Μόλις το βγάλουμε, το αλείφουμε με το ζεστό σιρόπι (το χρησιμοποιούμε όλο). Αφήνουμε να κρυώσει και σερβίρουμε."
"Τάρτα με φράουλες και κρέμα, κλασική και αγαπημένη","280 γρ. αλεύρι για όλες τις χρήσεις + λίγο ακόμη για το άνοιγμα της ζύμης, ελάχιστο αλάτι (στη μύτη από 1 κουτ. γλυκού), 2 κουτ. σούπας ζάχαρη, 2 κρόκοι από μεγάλα αυγά, 180 γρ. βούτυρο αγελάδας, σε κυβάκια (να είναι πολύ κρύο), 2-4 κουτ. σούπας παγωμένο νερό","Για να φτιάξουμε την τάρτα με φράουλες, ξεκινάμε με τη ζύμη., Στον κάδο του μίξερ βάζουμε το αλεύρι, το αλάτι, τη ζάχαρη, τους κρόκους και τα κομμάτια βουτύρου., Ζυμώνουμε με το χέρι μας ή με το φτερό του μίξερ, προσθέτοντας σταδιακά όσο από το παγωμένο νερό χρειάζεται μέχρι ίσα να ενωθούν τα υλικά και να σχηματιστεί μια ενιαία ζύμη που ξεκολλάει από τα τοιχώματα και συγκεντρώνεται γύρω από το φτερό., Τυλίγουμε τη ζύμη με μεμβράνη και την πιέζουμε με το χέρι ή με έναν πλάστη, ώστε να πάρει πλακέ σχήμα (έτσι θα κρυώσει πιο γρήγορα). Τη βάζουμε στο ψυγείο για 1 ώρα., Σε μια κατσαρολίτσα βάζουμε το γάλα, την κρέμα και τους σπόρους βανίλιας (αν χρησιμοποιήσουμε υγρή, δεν τη βάζουμε τώρα) και τοποθετούμε σε μέτρια φωτιά., Παράλληλα, σε ένα μεγάλο μπολ βάζουμε τους κρόκους, τη ζάχαρη και το κορν φλάουρ και ανακατεύουμε με ένα σύρμα, προσθέτοντας και λίγο από το μείγμα της κατσαρόλας., Μόλις το μείγμα της κατσαρόλας βράσει, αποσύρουμε από τη φωτιά και αδειάζουμε το 1/3 στο μπολ με τους κρόκους, ανακατεύοντας ώστε να ζεσταθούν., Επαναφέρουμε την κατσαρόλα στη φωτιά και, μόλις πάρει ξανά βράση το γάλα, αδειάζουμε το περιεχόμενο του μπολ. Ανακατεύουμε συνεχώς, μέχρι να πήξει η κρέμα και να αρχίσει να βγάζει φουσκάλες., Αποσύρουμε και προσθέτουμε την υγρή βανίλια, αν χρησιμοποιήσουμε., Σκεπάζουμε την κρέμα με μεμβράνη που να εφάπτεται στην επιφάνειά της και αφήνουμε να κρυώσει (αφού πέσει η θερμοκρασία της, τη βάζουμε στο ψυγείο – συνολικά υπολογίζουμε 2 ώρες)., Προθερμαίνουμε τον φούρνο στους 180°C (στον αέρα)., Βγάζουμε τη ζύμη από το ψυγείο και την ανοίγουμε με τον πλάστη πάνω σε αλευρωμένη επιφάνεια σε λεπτό φύλλο πάχους 3-4 χλστ., Τη μεταφέρουμε σε μια ταρτιέρα διαμέτρου 24-25 εκ. (κατά προτίμηση με αποσπώμενο πάτο). Την πιέζουμε να εφαρμόσει καλά στον πάτο και στα τοιχώματα και κόβουμε όση εξέχει με ένα κοφτερό μαχαίρι., Την τρυπάμε σε όλη την επιφάνεια με ένα πιρούνι και την καλύπτουμε με λαδόκολλα, αφήνοντας τις άκρες της να εξέχουν. Πάνω από τη λαδόκολλα ρίχνουμε ρύζι ή φασόλια, γεμίζοντας την τάρτα μέχρι πάνω, και ψήνουμε για 20 λεπτά., Αφαιρούμε τη λαδόκολλα και το περιεχόμενό της προσεκτικά., Χαμηλώνουμε τον φούρνο στους 170°C και ψήνουμε τη ζύμη μόνη της για άλλα 15 λεπτά, μέχρι να πάρει ένα βαθύ χρυσαφί χρώμα. Τη βγάζουμε και αφήνουμε να κρυώσει πολύ καλά., Βγάζουμε την κρέμα από το ψυγείο και τη χτυπάμε στο μίξερ ή με ένα σύρμα για να αφρατέψει. Απλώνουμε την κρέμα πάνω από την ψημένη ζύμη και από πάνω τοποθετούμε όμορφα τις φράουλες, ολόκληρες ή κομμένες στα δύο., Σε ένα κατσαρολάκι ζεσταίνουμε τη μαρμελάδα μέχρι να γίνει πιο ρευστή, προσθέτοντας και το νερό αν χρειάζεται. Με ένα πινέλο αλείφουμε τις φράουλες για να γυαλίσουν."
Ρεβύθια λεμονάτα: η συνταγή από την μπακαλοταβέρνα του Σκυλοδήμου,"1/2 κιλό ρεβύθια (μουλιασμένα σε νερό από το προηγούμενο βράδυ), 1 ξερό κρεμμύδι, καθαρισμένο, ολόκληρο, 200 ml ελαιόλαδο, αλάτι, πιπέρι, χυμός από 1 λεμόνι","Για να φτιάξουμε τα λεμονάτα ρεβύθια του Σκυλοδήμου αρχικά ξεπλένουμε τα ρεβύθια και τα τρίβουμε λίγο με τα χέρια, ώστε να φύγουν οι πολλές φλούδες., Τα στραγγίζουμε, τα βάζουμε σε μια κατσαρόλα και προσθέτουμε κρύο νερό, να τα σκεπάσει κατά 3-4 εκ., Προσθέτουμε το ελαιόλαδο, το κρεμμύδι και αλατοπίπερο και τα αφήνουμε να βράσουν μέχρι να μαλακώσουν, τουλάχιστον 45 λεπτά, ανάλογα και με την ποικιλία., Ρίχνουμε τον λεμονοχυμό, μαγειρεύουμε για άλλα 4 - 5 λεπτά και αποσύρουμε από τη φωτιά., Σερβίρουμε τα ρεβύθια με μισό κομμάτι λεμόνι στο πιάτο."
